CountryID,Year,CountryName,Region,IncomeLevel,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPGrowth,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,GovernmentSpendingToGDP,GovernmentSpendingAnnualGrowth,GovernmentSpending,GovernmentEducationSpendingToGDP,GovernmentEducationSpendingToTotalSpending,GovernmentMilitarySpendingToGDP,GovernmentMilitarySpendingToTotalSpending,GovernmentMilitarySpending,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
KGZ,2023,Kyrgyz Republic,Europe & Central Asia,Lower middle income,,0.010723763,1500000,0.010723763,1500000,13987627909,6.151391837,19059891168,10.75327704,13.41574141,13.41574141,,,140.155715,,16.3621854,0.938828688,2288681611,6.826946735,,3.621987113,1.493124746,464581469.5,,0.1282,1.7158,,,,3.056192119,8414743560,,,,3.16,3917641317,8.55,,,,,,,,,,,,,,,,,87.85612559
KHM,2023,Cambodia,East Asia & Pacific,Lower middle income,-3807381868,9.35096702,3958792379,0.357643079,151410511.2,42335646896,4.960066589,42208388013,2.127467966,1.063096072,1.063096072,-2986244112,-1668160812,134.2068424,16.67205496,6.778692547,7.5342,25731173.52,2.951152325,,2.896828638,7.788225212,667985733.2,,,7.3642,0.013,,,2.799307617,17823586872,,,,,8846069461,5.94,,,,,,,,,,,,,,,,,4110.652746
KIR,2023,Kiribati,East Asia & Pacific,Lower middle income,-5094095.186,1.830393887,5110622.698,0.005919407,16527.51147,279208903.3,4.124590543,,9.283073745,3.368445895,3.368445895,-184194596.2,-276525125.9,99.74523904,39.537934,,,,,,,,,,,0.0498,,,,0.982419075,,,,,0.75,,,,,,,,,,,,,,,,,,,1.505191066
KNA,2023,St. Kitts and Nevis,Latin America & Caribbean,High income,-33605218.15,3.047335729,32164621.85,-0.136484721,-1440595.926,1055499778,2.284948091,,3.557112308,5.144667457,5.144667457,-389865838.1,-96566434.81,,75.8137163,,,,,,,,,,,0.0417,,,,3.731981693,,,,,,,,,,,,,,,,,,,,,,,,2.7
KOR,2023,"Korea, Rep.",East Asia & Pacific,High income,19362200000,0.886178382,15178400000,2.016624481,34540600000,1.71E+12,1.356733243,1.71E+12,3.59745625,2.064073962,2.064073962,34092400000,8432400000,87.93967919,16.03416311,18.8985577,1.358973512,3.23693E+11,,,2.812456267,11.14798895,4792558887,,0.4551,106.1251,1.6148,,,12.64384037,,,,,,,,,,,,,,,,,,,2.746,2.842,2.49,2.675,5.437,1305.6625
KWT,2023,Kuwait,Middle East & North Africa,High income,9086529158,1.291716752,2114603345,6.842271642,11201132503,1.64E+11,-3.640425903,,3.64216403,-7.356710163,-7.356710163,51145948030,32045303686,,25.4751292,,,,5.262685281,12.57962227,4.895728613,9.448221814,775531935.6,,0.0031,15.088,0.0004,,,34.5974179,,,,,,,,,,,,,,,,,,,,,,,,0.307185351
LAO,2023,Lao PDR,East Asia & Pacific,Lower middle income,-1781176779,11.2425631,1781176779,,,15843155731,3.745681402,,31.23013417,24.42172021,24.42172021,721175510.4,1101267611,,14.35695016,,,,1.233751655,9.836718369,,,,,,2.6875,0.0158,,,5.486789094,19744437117,,,,,9852521425,8.19,,,,,,,,,,,,,,,,,17688.87359
LBN,2023,Lebanon,Middle East & North Africa,Lower middle income,-582765209.4,,655437382.1,,72672172.63,,,,221.341644,,,-12838323957,-11542638382,,72.45194062,,,,,,8.913175817,,2412915.768,,0.0053,7.0641,,,,4.273374888,48084690342,,,,,41991213648,,,,,,,,,,,,,,,,,,
LBR,2023,Liberia,Sub-Saharan Africa,Low income,,2.060679953,87372830,2.060679953,87372830,4240000000,4.683756888,,10.09445357,1.230854634,1.230854634,,,,,,,,,,2.29838718,3.55,37153,,,0.8101,,,,0.825118227,1351029051,,,,,1486583335,3.13,,,,,,,,,,,,,,,,,
LBY,2023,Libya,Middle East & North Africa,Upper middle income,,-0.364071413,-164183330,-0.364071413,-164183330,45096462972,10.15581818,37965107816,2.373175314,-5.341469957,-5.341469957,,,155.6552017,,35.28362913,5.52691938,15911668745,,,,,,,0.0269,18.5102,,,,13.13088936,,,,,,,,,,,,,,,,,,,,,,,,4.812883333
LCA,2023,St. Lucia,Latin America & Caribbean,Upper middle income,-141567341.5,5.708369723,138721841.1,-0.117091627,-2845500,2430148148,2.21007266,,4.070608219,1.489634615,1.489634615,-658005916.3,140986360,,72.05903963,,,,,,,,,,,0.1042,,,,2.517221184,930117382,,,,,930267483.3,3.09,,,,,,,,,,,,6.297,15.413,,12.094,32.631,2.7
LIE,2023,Liechtenstein,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,2023,Sri Lanka,South Asia,Lower middle income,-677892709.9,0.843827246,711826200.5,0.040226117,33933490.62,84356863744,-2.298010562,85737885452,16.54117423,17.51916285,17.51916285,-4900420617,-1495959131,42.70110402,8.8055709,6.851744776,-5.441931354,57798831.3,1.827745676,8.678466797,1.64379588,7.248148749,116582464.2,,0.1371,9.4371,,,,1.742696374,51602903242,,,,49.44,43519974283,3.46,,,,,,,,,,,,,,,,,327.5065333
LSO,2023,Lesotho,Sub-Saharan Africa,Lower middle income,25647817.14,-1.210966565,-25647817.14,,,2117962451,1.826625259,3297010386,6.342217431,-0.368097836,-0.368097836,-794465238.4,-1188645887,141.5137555,20.23181209,35.58448177,-1.954893573,753656775.5,6.692121983,11.26225662,1.536262928,2.729773758,3395438.465,,,0.4992,,,,1.125646341,1595453298,,,,,999336959.9,5.07,,,,,,,,,,,,,,,,,18.45024418
LTU,2023,Lithuania,Europe & Central Asia,High income,-1424642070,4.801504386,3831114464,3.016012145,2406472393,79789877416,0.342262552,76675034443,9.117319624,9.021755817,9.021755817,-4917575358,3120764718,149.041909,43.6675347,17.27548345,0.221451865,13784877.29,,,2.715678345,6.92856648,216751250,,0.4147,6.2005,0.0025,,,7.202886211,,,,,,,,,,,,,,,,,,,3.793,18.065,8.93,6.841,13.812,0.924839558
LUX,2023,Luxembourg,Europe & Central Asia,High income,55741417210,-27.61202108,-23678690370,-27.61202108,-23678690370,85755006124,-1.095723616,59307696668,3.74140362,3.430024562,3.430024562,-520107448.9,28000301849,394.2206937,315.3242231,18.98974124,2.534316456,16284653767,,,0.749545295,1.622667372,662492815.5,,,4.1983,,,,11.79553742,,,,,,,,,,,,,,,,,,,3.9,8.638,5.422,5.184,18.817,0.924839558
LVA,2023,Latvia,Europe & Central Asia,High income,-670181723.3,3.997998339,1689068344,2.414228475,1019959627,42247850065,1.70679525,43827621374,8.938046233,6.406916526,6.406916526,-3948307342,-1581098660,137.6808456,32.85370182,2.365219687,6.999429617,863867478.5,,,2.267542675,5.631658957,145283944.3,,0.2094,3.0638,,,,5.836389348,,,,,,,,,,,,,,,,,,,3.313,13.283,7.871,6.465,12.323,0.924839558
MAC,2023,"Macao SAR, China",East Asia & Pacific,High income,-450857367.1,1.154361341,528732909.5,0.170022546,77875542.37,45803067940,75.06137693,27158180368,0.476384496,4.636166861,4.636166861,-12239051496,20432205701,142.0100832,94.03557743,13.77231791,-8.264537624,63814868.8,,,,,,,,1.3807,0.0009,,,4.594873306,,,,,,,,,,,,,,,,,,,,,,,,8.063390083
MAF,2023,St. Martin (French part),Latin America & Caribbean,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924839558
MCO,2023,Monaco,Europe & Central Asia,High income,,,,,,9995350547,5.043382592,,,5.302901443,5.302901443,,,,,,,,,7.732299149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924839558
MDA,2023,Moldova,Europe & Central Asia,Upper middle income,-341590000,2.159686631,357200000,0.094380482,15610000,16539436547,0.78324271,20517965405,13.41701044,8.708390488,8.708390488,-4869090000,-3974190000,95.13157489,24.10094194,18.55117119,-3.375977744,298619725.7,6.252686237,,0.546678816,1.445134436,9341827.114,,0.1121,2.359,0.0024,,,5.510006376,6637628437,5744386712,4506119289,1238267424,,2851724990,7.87,,,,,,,,,,,,2.077,1.244,1.546,1.57,4.08,18.16393776
MDG,2023,Madagascar,Sub-Saharan Africa,Low income,,0.755308706,119264100,0.755308706,119264100,15790113247,3.8,16902358472,9.87432675,8.693675447,8.693675447,,,60.77905421,,22.3193794,1.891199332,3524253947,,,0.662961133,3.454811673,12131128.71,,,1.3562,,,,1.062664196,4980338748,,,,,3991383899,1.73,,,,,,,,,,,,,,,,,4429.579214
MDV,2023,Maldives,South Asia,Upper middle income,-761516184.8,11.55406459,761516184.8,,,6590894302,4.72639189,6674480405,2.927465424,1.884254072,1.884254072,-2862153331,-83406107.43,150.0323699,93.12472372,17.11916976,1.952827944,1128296314,5.167637137,1.632848766,,,,,,1.4715,0.0038,,,5.870789401,3835721648,,,,,3232564545,8.57,,,,,,,,,,,,,,,,,15.38679435
MEX,2023,Mexico,Latin America & Caribbean,Upper middle income,-29845936641,1.687984866,30199980895,0.019788799,354044254,1.79E+12,3.199981166,1.90E+12,5.527960873,4.459913676,4.459913676,-5548770306,-24966101192,73.15777563,7.362752005,11.13722536,2.186991577,1992577767,,,0.656934513,2.369161568,1182599998,,2.6511,130.2114,0.5063,,,5.488696029,5.20E+11,8.91E+11,8.49E+11,42476355755,15.77,3.13E+11,3.11,,,,,,,,,,,,3.432,2.426,3.342,2.765,5.88,17.75871667
MHL,2023,Marshall Islands,East Asia & Pacific,Upper middle income,,,,,,259300000,-3.934871099,373102300,,6.519749486,6.519749486,,,110.1722329,,53.54179833,-9.795214228,1387359,,,,,,,,,,,,0.069539238,,,,,,,,,,,,,,,,,,,,,,,,1
MKD,2023,North Macedonia,Europe & Central Asia,Upper middle income,-527928903.5,4.069498427,641500343.2,0.72046539,113571439.7,15763621848,2.072749779,17818595867,9.361872498,7.766466855,7.766466855,-2848897122,-2057510643,148.6715963,31.3593491,14.92435614,-1.754146785,2352618195,,,1.698955456,4.767231984,266629712.7,,0.021,2.4894,0.02,,,6.22053861,8934140529,,,,,5845339136,11.58,,,,,,,,,,,,9.016,18.495,13.433,13.174,29.69,56.94719167
MLI,2023,Mali,Sub-Saharan Africa,Low income,,0.112383994,23220550,0.112383994,23220550,20661794596,4.656775991,22847981368,2.058802283,2.225933211,2.225933211,,,69.39092843,,17.59314665,7.33865,3617738631,,19.12176895,3.827685468,14.18334926,78456782.44,,0.1554,3.3219,0.011,,,1.912695405,5540991605,,,,,4535244478,1.83,,,,,,,,,,,,,,,,,606.5697502
MLT,2023,Malta,Middle East & North Africa,High income,-1075755277,112.6263698,25147936925,107.8085427,24072181647,22328640242,7.498512459,18292245145,5.09396759,5.304718766,5.304718766,-2646901236,4009273677,227.4534892,170.0305967,16.57123317,2.935215346,3699883223,,,0.558644181,1.377239117,112636721.5,,,0.7231,0.0003,,,3.679621961,,,,,,,,,,,,,,,,,,,2.129,4.811,2.834,3.11,9.138,0.924839558
MMR,2023,Myanmar,East Asia & Pacific,Lower middle income,,,,,,66757619000,0.958446625,,,10.78766645,10.78766645,,,,,,,,,,3.788582366,2.681293563,2493486451,,1.1967,5.3645,0.047,,,2.125793945,10487748018,,,,,9291813773,1.39,,,,,,,,,,,,,,,,,2100
MNE,2023,Montenegro,Europe & Central Asia,Upper middle income,-468556995.7,6.983101208,525868956.9,0.761055051,57311961.24,7530593375,6.337697542,8934268041,8.584769105,10.54297033,10.54297033,-3230999034,-1398964131,118.542754,55.18291859,17.93842747,3.754235299,1348262699,,,1.634249662,3.738977723,114519816.2,,,,,,,,8269469317,,,,,3784789946,10.28,,,,,,,,,,,,,,,,,0.924709623
MNG,2023,Mongolia,East Asia & Pacific,Upper middle income,-2171636073,11.05810699,2247573670,0.373614483,75937597.3,20325121394,7.422112762,18583058816,10.34758313,21.76902802,21.76902802,4548653045,1956376931,142.8642466,28.36990142,13.63852766,3.24871925,2643563596,3.741154343,,0.614419929,1.731974224,147813417.2,,,2.9069,0.0009,,,24.04513457,32028335651,,,,,8894361604,26.79,,,,,,,,,,,,3.805,4.252,6.564,5.178,11.603,3465.736536
MNP,2023,Northern Mariana Islands,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064240303,,,,,,,,,,,,,,,,,,,,,,,,1
MOZ,2023,Mozambique,Sub-Saharan Africa,Low income,-2509403270,12.8065189,2683506271,0.830873173,174103000.8,20954220984,5.436859122,24111869592,7.126974821,5.301341508,5.301341508,-903189435.3,-1891162082,105.6275036,14.37616014,17.18458553,6.664966989,3689626.513,,,1.731932423,5.626135293,376385189.8,,,3.9254,,,,1.009479366,64843341463,,,,,8920242621,22.81,,,,,,,,,,,,,,,,,63.88583333
MRT,2023,Mauritania,Sub-Saharan Africa,Lower middle income,-848351729.7,7.96446558,848351729.7,0.001230413,131060,10651709411,6.507187199,12238248795,4.953050345,3.371477417,3.371477417,-655740780.3,-1315988117,91.47057159,11.74671803,17.17237156,1.6,1829151118,2.646342625,9.537316589,2.548631772,9.68994685,277161496.3,,,2.4289,,,,3.287106807,3749372024,,,,,3385113802,3.68,,,,,,,,,,,,,,,,,36.48916667
MUS,2023,Mauritius,Sub-Saharan Africa,Upper middle income,423883756.8,0.110421063,16170640,0.110421063,16170640,14644524819,6.958287403,15224679666,7.052982385,8.507830178,8.507830178,-3600521769,-2532355559,107.9038552,36.40382371,13.84471963,-3.721434242,22749341.68,4.567639828,,0.15277682,0.524613588,22547739.69,,0.0169,1.1438,0.0001,,,4.915542001,9496040007,10998184472,10231252697,766931774.6,8.41,3769692229,12.97,,,,,,,,,,,,,5.8,5.525,5.571,16.192,45.267225
MWI,2023,Malawi,Sub-Saharan Africa,Low income,-134063523.5,1.598886154,203252807.5,0.544276803,69189284.03,12712150082,1.892457988,,28.78974282,22.80672202,22.80672202,-1945201028,-2469036002,,11.5878853,,,,,,1.187787932,3.958136423,135319772.8,,,0.7669,,,,0.934119113,2876075401,,,,,2550754301,1.22,,,,,,,,,,,,,,,,,1161.094367
MYS,2023,Malaysia,East Asia & Pacific,Upper middle income,46861437.62,1.981110493,7918601050,1.992834494,7965462488,4.00E+11,3.555487154,3.79E+11,2.488865601,-1.872255625,-1.872255625,29960236838,20435053641,132.0643073,23.73444532,11.94926963,3.318143442,4776184849,3.627254963,17.11417961,0.929671716,4.114114985,3899141126,,1.3999,66.3485,0.078,,,9.263879729,,,,,,,,,,,,,,,,,,,,,,,,4.560623432
NAM,2023,Namibia,Sub-Saharan Africa,Upper middle income,-2601783072,18.57640298,2294376189,-2.488917976,-307406883.1,12351025067,4.159985755,15165328601,5.879934633,6.413624393,6.413624393,-1635623353,-2591719505,109.6104723,24.63123255,21.77665144,1.214323853,2689639677,9.445127487,24.96954918,2.739543544,7.478684495,338245822.4,,,2.1468,,,,4.34872996,,,,,,,,,,,,,,,,,,,,,,,,18.44630833
NCL,2023,New Caledonia,East Asia & Pacific,High income,,,50600360,,50600360,,,,,,,,,,,,,,,,,,,,,1.8622,,,,22.81781488,,,,,,,,,,,,,,,,,,,,,,,,110.3471713
NER,2023,Niger,Sub-Saharan Africa,Low income,,0.240141273,40389770,0.240141273,40389770,16819170421,2.5,16476093635,3.700973164,3.387917923,3.387917923,,,30.42050578,,,,,,12.86974411,2.713594285,1.225349685,331596821.9,,,1.2671,,,,1.618284221,4833771078,,,,,4197905120,1.18,,,,,,,,,,,,,,,,,606.5697502
NGA,2023,Nigeria,Sub-Saharan Africa,Lower middle income,-1616677181,0.514645981,1872520530,0.070316319,255843349.3,3.64E+11,2.860214991,,24.6595502,12.62186923,12.62186923,8075015444,-5161397332,,6.078836153,,,,,4.441736316,0.873311554,5.524958999,3191915666,,1.68,57.8574,,,,1.68995929,75667394754,,,,,47022483490,2.61,,,,,,,,,,,,6.168,2.306,3.286,3.074,5.183,
NIC,2023,Nicaragua,Latin America & Caribbean,Lower middle income,-1199326602,6.899349062,1230100000,0.172600939,30773398.09,17829218219,4.569223171,20195331690,8.387658549,10.66865404,10.66865404,-2691900000,-2267500000,104.8687277,15.13358559,12.16373873,-3.159774694,2168699522,,17.68857226,0.545988465,2.169894824,94387887.79,,0.1358,2.7238,,,,3.023075898,13457709764,10167949785,10156700949,11248835.78,,7251214284,13.86,,,,,,,,,,,,,,,,,36.44119428
NLD,2023,Netherlands,Europe & Central Asia,High income,-23487737098,-26.76869828,-3.09E+11,-28.80339374,-3.32E+11,1.15E+12,0.074560722,1.03E+12,3.838393543,7.343742685,7.343742685,91986750968,1.29E+11,165.905457,47.07473016,24.53113997,3.558835977,2.82854E+11,,,1.532562477,3.388448257,1662482117,,0.1846,25.4901,,,,8.432332797,,,,,,,,,,,,,,,,,,,2.737,5.739,3.216,3.537,8.249,0.924839558
NOR,2023,Norway,Europe & Central Asia,High income,2100599581,2.209066995,10720841229,2.641902918,12821440809,4.85E+11,0.479647246,4.14E+11,5.517849871,-10.6191584,-10.6191584,78422855323,69254541831,79.66593192,22.88314455,21.94524724,3.631397114,16479741243,,,1.672811583,4.192261476,8668565966,,0.0053,13.4938,0.0512,,,10.27559273,,,,,,,,,,,,,,,,,,,2.152,9.145,2.528,3.573,11.005,10.56333333
NPL,2023,Nepal,South Asia,Lower middle income,-74821496.04,0.18290154,74821496.04,,,40908073367,1.952544633,50828698169,7.114759517,5.416145185,5.416145185,-10462477571,-11083390540,41.63749471,9.616985417,6.647729214,-21.29656136,2719457944,3.681257963,,1.766855538,4.769145685,4189595.663,,0.2579,4.7638,,,,1.913848754,8817681854,17438911041,14310478754,3128432287,,6489096231,1.16,,,,,,,,,,,,,,,,,132.1154601
NRU,2023,Nauru,East Asia & Pacific,High income,3108817.262,,,,,154170289.3,0.590699676,,,5.373818333,5.373818333,-57206447,-85262284.98,141.3598468,61.16390631,,,,,,,,,,,,,,,0.101052632,,,,,,,,,,,,,,,,,,,,,,,,1.505191066
NZL,2023,New Zealand,East Asia & Pacific,High income,-3823509508,1.424419556,3592037225,-0.091790153,-231472282.5,2.52E+11,0.733302172,2.59E+11,5.73316283,4.758549167,4.758549167,-7429995071,-9382621040,51.02386211,13.85133421,,,,,,1.217637729,2.957219797,32924714.67,,0.9066,15.9996,0.0021,,,16.12257089,,,,,,,,,,,,,,,,,,,,,,3.731,10.719,1.628433333
OMN,2023,Oman,Middle East & North Africa,High income,-12093888166,11.47765896,12488946684,0.363068804,395058517.6,1.09E+11,1.310440113,,0.950782998,-4.055925403,-4.055925403,23844945619,17337287553,,16.52182726,,,,,,5.442663512,2.657363224,5851755527,,,12.2176,,,,25.23989116,,,,,,,,,,,,,,,,,,,,,,,,0.3845
PAK,2023,Pakistan,South Asia,Lower middle income,-2016000000,0.606074414,2048000000,0.009469913,32000000,3.38E+11,-0.039692523,3.64E+11,30.76812807,25.99976834,25.99976834,-19497000000,-21646231745,28.60031125,5.084858701,1.367482646,-3.891711812,348277726.9,1.868643435,8.343694687,2.814881182,14.45662474,852115936.9,,5.6201,43.3748,,,,2.150969016,1.10E+11,,,,,94270886268,4.82,,,,,,,,,,,,,,,,,280.3561117
PAN,2023,Panama,Latin America & Caribbean,High income,-1540963317,2.792715347,2326839513,0.943222986,785876195.7,83318176900,7.399301556,80482260000,1.486413553,1.706738314,1.706738314,-11085272573,433166844.1,89.53306838,28.11836651,12.18781625,3.356244667,11546663,,11.92496175,,,,,,5.6463,,,,4.77300971,,,,,,,,,,,,,,,,,,25.4,5.418,5.065,9.485,6.678,16.734,1
PER,2023,Peru,Latin America & Caribbean,Upper middle income,-2442177796,1.464202455,3918253337,0.551591039,1476075541,2.68E+11,-0.550182306,2.59E+11,6.455613484,6.566343631,6.566343631,17677992787,10336711250,50.90950831,7.084230178,13.67366698,3.177522993,3659117747,4.235169888,18.88845623,1.121182913,4.917398735,3769179.434,,1.1853,24.0271,0.0097,,,2.778755666,74774001689,,,,,40900997067,5.41,,,,,,,,,,,,5.335,3.588,5.888,4.899,8.904,3.74382621
PHL,2023,Philippines,East Asia & Pacific,Lower middle income,-5211067619,2.0854108,9116297668,0.893346095,3905230049,4.37E+11,5.545851171,4.99E+11,5.978025155,4.596485062,4.596485062,-65898613214,-47199548084,67.39662044,17.82944652,14.24917813,0.551887623,6228976535,3.623686314,16.72798347,1.249495553,5.241552697,5451725465,,1.1389,36.4537,0.1537,,,2.229476254,1.01E+11,75292432789,74873074227,419358562.5,15.31,67114016936,2.68,,,,,,,,,,,,,,,,,55.63036322
PLW,2023,Palau,East Asia & Pacific,High income,,,,,,281849062.5,1.877069798,,12.79899287,8.241670466,8.241670466,,,,,,-0.636942675,,3.437264919,9.528683662,,,,,,0.7556,,,,84.71258532,,,,,,,,,,,,,,,,,,,,,,,,1
PNG,2023,Papua New Guinea,East Asia & Pacific,Lower middle income,240725089.3,0.268723865,82576809.14,1.052098482,323301898.4,30729242919,3.035704755,,2.298699913,-3.62211157,-3.62211157,7600267419,5737811843,,8.061579237,,,,,,0.313337157,1.418488216,9743687.482,,,2.5947,0.001,,,0.927944052,14265408991,,,,,7387210105,19.43,,,,,,,,,,,,,,,,,3.589622749
POL,2023,Poland,Europe & Central Asia,High income,-19539000000,4.24072793,34316000000,1.826122993,14777000000,8.09E+11,0.138832755,7.63E+11,11.5289128,9.547188625,9.547188625,5130000000,47774000000,110.466779,21.62652609,18.99321238,3.974741279,15369324344,,,3.832728539,8.119155968,31649874712,,1.6528,67.9125,0.1963,,,9.916065626,,,,,,,,,,,,,,,,,,,1.28,4.435,3.252,2.743,11.197,4.203666667
PRI,2023,Puerto Rico,Latin America & Caribbean,High income,,,,,,1.18E+11,0.563519427,1.19E+11,,3.235459438,3.235459438,,,101.7269383,,7.123162673,0.292976895,83982,,,,,,,,2.1984,,,,5.011088093,,,,,,,,,,,,,,,,,,,,,,,,1
PRK,2023,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,,,,,,,,,,,,,,,,,,,,15.7751297,,,,,0.0254,4.9264,0.0112,,,3.41236293,,,,,,,,,,,,,,,,,,,,,,,,
PRT,2023,Portugal,Europe & Central Asia,High income,-3669361254,3.357261065,9706321480,2.088459666,6038035329,2.89E+11,2.526281108,2.86E+11,4.311281919,6.902365903,6.902365903,-26756249722,3579764233,93.76962708,28.21143696,16.87684527,1.26623727,48793371334,,,1.519297125,3.442228689,4223188318,,0.0321,15.7814,0.2051,,,5.010751383,,,,,,,,,,,,,,,,,,,4.574,7.32,7.523,6.509,20.268,0.924839558
PRY,2023,Paraguay,Latin America & Caribbean,Upper middle income,-326706488.1,0.560375887,240716542.9,-0.200180225,-85989945.23,42956263544,4.714124079,42051378057,4.632022854,2.06875531,2.06875531,827913507.6,808049551.5,82.98877587,11.4781895,12.18349746,3.643419666,516263399.3,3.464987592,21.98883566,0.962547926,3.792583797,39787187.23,,0.097,7.1677,0.0001,,,6.081781423,23211361577,,,,,14153765199,4.38,,,,,,,,,,,,,,,5.794,13.176,7288.872054
PSE,2023,West Bank and Gaza,Middle East & North Africa,Lower middle income,-100376299.1,0.594320376,103535364,0.018133868,3159064.923,17420800000,-5.410937,25780000000,5.871101777,-3.903622266,-3.903622266,-7121091901,-8223955681,86.39385103,16.55207287,2.275762371,-6.994246618,35322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYF,2023,French Polynesia,East Asia & Pacific,High income,,,14972180,,14972180,,,,,,,,,,,,,,,,,,,,,0.645,,,,4.889761595,,,,,,,,,,,,,,,,,,,,,,,,110.3471713
QAT,2023,Qatar,Middle East & North Africa,High income,282692307.7,-0.222614822,-474175824.2,-0.089897179,-191483516.5,2.13E+11,1.187159912,,3.027648992,-10.69348145,-10.69348145,68306204110,56534775538,,34.61002693,,,,,,,,,,0.0018,14.7829,,,,58.12565511,,,,,,,,,,,,,,,,,,,,,,,,3.64
ROU,2023,Romania,Europe & Central Asia,High income,-6880523040,2.482723413,8708794315,0.52126953,1828487659,3.51E+11,2.404271779,3.68E+11,10.39718748,12.76993779,12.76993779,-31328186563,-16939827223,83.0900674,20.3699499,17.13875826,6.319389643,6118597381,,,1.613895295,4.368142582,56168818.22,,0.8442,20.7788,0.0047,,,5.553792945,,,,,,,,,,,,,,,,,,,1.574,14.272,4.872,5.592,21.801,4.574291667
